marque,prix_neuf,modele,annee,gamme,poids,fiche_technique,photo_url,annonce_url
Scott,2999,Gambler 710 cadre,2018,Racing DH,4,"Garantie : 2 ansCadre : Alloy 6061
Hydroformed custom butted
PF BB107 / IDS-X DH 12 x 150 mm Dropout
BB height and CST length adjustable
ISCG05Poids cadre : 4Amortisseur : Fox Float X2 Air Kashima
Independent high/low comp. and rebound / RVS
custom tuned / 267 x 89mmDébattement AR. : 210 mmFourche : /Débattement : /Poids constructeur : /Potence :/Guidon : /Selle : /Tige de selle :/Freins : /Moyeux : /Jantes : /Cassette :/Pneus d’origine : /Dérailleur AV. : /Dérailleur AR. : /Commandes : /Pédalier : /Tailles dispo. : S, M, LTaille : MEmpattement :1205mmLongueur des bases : 425mmHauteur boîtier : 343mmAngle tube direction : 63Angle tube de selle : 73,7Tube Supérieur : 595,4mmLongueur tube direction : 115mm",https://www.bigbike-magazine.com/media/guide_matos/vtt_2018/scott_2018_gambler_710_cadre__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2018-scott-gambler-710-cadre
Scott,4999,Gambler 710 Cadre,2019,Racing DH,"4,10","Garantie :5 ansCadre :Alloy 6061#Hydroformed custom butted#PF BB107 / IDSxDH 12x150mm Dropout#BB height and CST length adjustable#ISCG05Poids cadre :4,1 kgAmortisseur :Fox DH X2 Kashima#SLS Spring/Independent high/low comp. and rebound / RVS#custom tuned / 241x76mmDébattement AR. :210 mmFourche :/Débattement :/Poids constructeur :4,1Potence :/Guidon :/Selle :/Tige de selle :/Freins :/Moyeux :/Jantes :/Cassette :/Pneus d’origine :/Dérailleur AV. :/Dérailleur AR. :/Commandes :/Pédalier :/Tailles dispo. :/Taille de référence : MEmpattement (en mm) : 1205,8Longueur des bases (en mm) : 425Hauteur boîtier (en mm) : 343Angle tube direction : 63Angle tube de selle : 73,7Tube supérieur (en mm) : 595,4Longueur tube direction (en mm) : 115",https://www.bigbike-magazine.com/media/guide_matos/vtt_2019/scott_2019_gambler%C2%A0_cadre_710__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2019-scott-gambler-710-cadre
Scott,4299,Gambler 720,2017,Racing DH,"17,60","Garantie : 2 ansCadre : Gambler Alloy 6061
Hydroformed custom butted
PF BB107 / IDS-X DH 12x150 mm Dropout
BB height adjustable
ISCG05 / 210 mm rear travelPoids cadre : 4.00Amortisseur : Fox Van RC CoilDébattement : 210 mmFourche : Fox 40 Fit4 Performance Elite 27.5Débattement fourche (mm) : 203 mmPotence : Syncros DH1.5Guidon : Syncros DH1.5
35mm / 800mm / 20mm Rise
Syncros Pro DH dual lock-on gripsSelle : Syncros DH2.5 / Steel RailsTige de selle : Syncros FL1.5 / 31.6 / Alloy7050Freins : Shimano Deore BR-M615 DiscMoyeux : Formula DHL-92 / 110x20mm thru axle
Formula DHL-150
150x12mm thru axle / sealed bearingsJantes : Syncros MD25 27.5 Disc / 32HCassette : SRAM PG720 11-25T 7SPneus d’origine : Schwalbe Downhill Evolution Line
Front: Magic Mary 27.5x2.35 VertStar
Rear: Magic Mary 27.5x2.35 TrailStarDérailleur AV. : E Thirteen LG-1 ISCG05 / w/TacoDérailleur AR. : SRAM GX DH
Short cage / 7 SpeedCommandes : SRAM GX DH
Trigger Shifter / 7 SpeedPédalier : Truvativ Decendant
36T alloy chainring / 165mmTailles dispo. : S, M, LTaille de référence : MEmpattement : 1205mmLongueur des bases : 425 mmHauteur boîtier : 343 mmAngle tube direction : 63°Angle tube de selle : 73,7°Tube supérieur : 595 mmLongueur tube direction : 115 mm",https://www.bigbike-magazine.com/media/guide_matos/vtt_2017/scott_2017_gambler720__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2017-scott-gambler-720
Scott,4399,Gambler 720,2018,Racing DH,"17,30","Garantie : 2 ansCadre : Gambler Alloy 6061
Hydroformed custom butted
PF BB107 / IDS-X DH 12x150 mm Dropout
BB height adjustable
ISCG05 / 210 mm rear travelPoids cadre : 4Amortisseur : Fox Van RC CoilDébattement AR. : 210 mmFourche : Fox 40 FIT4 Performance Elite 27.5Débattement : 203 mmPoids constructeur : /Potence :Syncros DH1.5Guidon : Syncros DH1.5
35 mm / 800 mm / 20 mm Rise
Syncros Pro DH dual lock-on gripsSelle : Syncros XM2.5 / Steel RailsTige de selle :Syncros DH2.0 / 31.6 mm / Alloy6061Freins : SRAM Code RMoyeux : HUB (Front) Formula DHL-92 / 110x20 mm thru axle
HUB (Rear) Formula DHL-150
150x12 mm thru axle / sealed bearingsJantes : Syncros MD30 Disc / 27.5 / 32H Black / Tubeless ReadyCassette :Shimano CS-HG500-10 / 11-25T DH cassettePneus d’origine : Schwalbe Downhill Evolution Line
Front: Magic Mary 27.5x2.35 Addix Ultra Soft
Rear: Magic Mary 27.5x2.35 Addix Soft
SupergravityDérailleur AV. : E.thirteen LG-1 ISCG05 / w/TacoDérailleur AR. : Sram GX DH
Short Cage / 7 SpeedCommandes : Sram GX DHPédalier : Truvativ Decendant
36T Alloy chainring / 165 mmTailles dispo. : S, M, LTaille : MEmpattement :1205mmLongueur des bases : 425mmHauteur boîtier : 343mmAngle tube direction : 63Angle tube de selle : 73,7Tube Supérieur : 595mmLongueur tube direction : 115mm",https://www.bigbike-magazine.com/media/guide_matos/vtt_2018/scott_2018_gambler_720__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2018-scott-gambler-720
Scott,4399,Gambler 720,2019,Racing DH,"17,65","Garantie :5 ansCadre :Gambler Alloy 6061#Hydroformed custom butted#PF BB107 / IDS-X DH 12x150mm Dropout#BB height adjustable#ISCG05 / 210mm rear travelPoids cadre :/Amortisseur :Fox Van RC Coil#Low comp. / rebound#Custom tuned / 241x76mm#Spring rates S: 400 / M: 450 / L: 500Débattement AR. :200 mmFourche :Fox 40 FIT4 Performance Elite 27.5""#203mm travel / Air#Lo Comp / Rebound#20mm thru axle / Alloy steererDébattement :203 mmPoids constructeur :17,3Potence :Syncros DH1.5#35mm / Direct Mount 45-50mm ext.Guidon :Syncros DH1.5#35mm / 800mm / 20mm Rise#Syncros Pro DH dual lock-on gripsSelle :Syncros Tofino 2.0 / CrMo RailsTige de selle :Syncros DH2.0 / 31.6mm / Alloy6061Freins :Freins à disque SRAM Code RMoyeux :Formula DHL-92 / 110x20mm thru axleJantes :Formula DHL-150#150x12mm thru axle / sealed bearingsCassette :Syncros MD30 Disc / 27.5"" / 32H black / Tubeless ReadyPneus d’origine :SRAM CS PG-720 DH 11-25Dérailleur AV. :Schwalbe Downhill Evolution Line#Magic Mary 27.5x2.35"" Addix Soft#Super GravityDérailleur AR. :SRAM GX DH 7 vitesses/E-13 LG-1Commandes :SRAM GX DH#Trigger Shifter / 7 SpeedPédalier :Truvativ Decendant#36T Alloy chainring / 165mmTailles dispo. :S, M, LTaille de référence : MEmpattement (en mm) : 1205,8Longueur des bases (en mm) : 425Hauteur boîtier (en mm) : 343Angle tube direction : 63Angle tube de selle : 73,7Tube supérieur (en mm) : 595,4Longueur tube direction (en mm) : 115",https://www.bigbike-magazine.com/media/guide_matos/vtt_2019/scott_2019_gambler_720__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2019-scott-gambler-720
Scott,3199,Gambler 730,2019,Racing DH,"18,13","Garantie :5 ansCadre :Gambler Alloy 6061#Hydroformed custom butted#IDS-X DH 12x150mm Dropout#BB height adjustable#ISCG05 / 210mm rear travelPoids cadre :/Amortisseur :X-Fusion Vector R Coil#Rebound#Custom tuned / 241x76mm#Spring rates S: 400 / M: 450 / L: 500Débattement AR. :200 mmFourche :X-fusion RV1 27.5""#200mm travel / Coil#Hi-Lo Comp / Rebound#20mm through axle / Alloy steerer#Spring rates S: soft M: medium L: firmDébattement :200 mmPoids constructeur :18,13Potence :Syncros DH1.5#35mm / Direct Mount 45-50mm ext.Guidon :Syncros DH1.5#35mm / 800mm / 20mm Rise#Syncros Pro DH dual lock-on gripsSelle :Syncros XM2.5 / Steel RailsTige de selle :Syncros DH2.0 / 31.6mm / Alloy6061Freins :Freins à disque Shimano 4 PistonMoyeux :Formula DHL-92 / 110x20mm thru axleJantes :Formula DHL-150#150x12mm thru axle / sealed bearingsCassette :Syncros MD30 Disc / 27.5"" / 32H black / Tubeless ReadyPneus d’origine :SRAM PG-830 / 11-28 TDérailleur AV. :Schwalbe Downhill Evolution Line#Magic Mary 27.5x2.35"" Addix Soft#Super GravityDérailleur AR. :SRAM X5 8 vitesses/E-13 LG-1Commandes :SRAM X4#Trigger Shifter / 8 SpeedPédalier :Race Face Chester#36T Alloy chainring / 165mmTailles dispo. :S, M, LTaille de référence : MEmpattement (en mm) : 1205,8Longueur des bases (en mm) : 425Hauteur boîtier (en mm) : 343Angle tube direction : 63Angle tube de selle : 73,7Tube supérieur (en mm) : 595,4Longueur tube direction (en mm) : 115",https://www.bigbike-magazine.com/media/guide_matos/vtt_2019/scott_2019_gambler_730__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2019-scott-gambler-730
Scott,3499,Gambler 730,2017,Racing DH,"17,80","Garantie : 2 ansCadre : Gambler Alloy 6061
Hydroformed custom butted
IDS-X DH 12x150 mm Dropout
BB height adjustable
ISCG05 / 210 mm rear travelPoids cadre : 4.00Amortisseur : Fox Van R Coil
rebound
Custom tuned / 267x89mm
Spring rates S: 250 / M: 300 / L: 350Débattement : 210 mmFourche : Rockshox Boxxer RC 27.5
203mm travel / Coil
Lo Comp / Rebound
Maxle Lite DH 20mm / alloy steerer
Spring rates S: soft M: medium L: firmDébattement fourche (mm) : 203 mmPotence : Syncros DH1.5Guidon : Syncros DH1.5
35mm / 800mm / 20mm Rise
Syncros Pro DH dual lock-on gripsSelle : Syncros DH2.5 / Steel RailsTige de selle : Syncros FL2.0 / 31.6mm / Alloy6061Freins : Shimano Deore BR-M615 Disc
203mm / SM-RT66L RotorMoyeux : Formula DHL-92 / 110x20mm thru axle
Formula DHL-150
150x12mm thru axle / sealed bearingsJantes : Syncros MD27 Disc / 27.5 / 32H blackCassette : SRAM PG-830 / 11-28 TPneus d’origine : Schwalbe Downhill Evolution Line
Front: Magic Mary 27.5x2.35 VertStar
Rear: Magic Mary 27.5x2.35 TrailStar
Triple Nano Compound
SupergravityDérailleur AV. : E Thirteen LG-1 ISCG05 / w/TacoDérailleur AR. : SRAM X5
Medium cage / 8 SpeedCommandes : SRAM X4
Trigger ShifterPédalier : Truvativ Ruktion 1.0
36T chainring / 165mmTailles dispo. : S, M, LTaille de référence : MEmpattement : 1205mmLongueur des bases : 425 mmHauteur boîtier : 343 mmAngle tube direction : 63°Angle tube de selle : 73,7°Tube supérieur : 595 mmLongueur tube direction : 115 mm",https://www.bigbike-magazine.com/media/guide_matos/vtt_2017/scott_2017_gambler730__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2017-scott-gambler-730
Scott,3699,Gambler 730,2018,Racing DH,"17,80","Garantie : 2 ansCadre : Gambler Alloy 6061
Hydroformed custom butted
IDS-X DH 12x150 mm Dropout
BB height adjustable
ISCG05 / 210 mm rear travelPoids cadre : 4Amortisseur : Fox Van RC Coil
Low comp. / rebound
Custom tuned / 241x76mm
Spring rates S: 400 / M: 450 / L: 500Débattement AR. : 210 mmFourche : Rock Shox Boxxer RC 27.5
203mm travel / Coil
Lo Comp / Rebound
Maxle Lite DH 20 mm / alloy steerer
Spring rates S: soft M: medium L: firmDébattement : 200 mmPoids constructeur : /Potence :Syncros DH1.5
35 mm / Direct Mount 45-50 mm ext.Guidon : Syncros DH1.5
35 mm / 800 mm / 20 mm Rise
Syncros Pro DH dual lock-on gripsSelle : Syncros XM2.5 / Steel RailsTige de selle :Syncros DH2.0 / 31.6 mm / Alloy6061Freins : Shimano BR-M6000 Disc
203mmMoyeux : HUB (Front) Formula DHL-92 / 110x20 mm thru axle
HUB (Rear) Formula DHL-150
150x12 mm thru axle / sealed bearingsJantes : Syncros MD30 Disc / 27.5 / 32H Black / Tubeless ReadyCassette :Sram PG-830 / 11-28 TPneus d’origine : Schwalbe Downhill Evolution Line
Front: Magic Mary 27.5x2.35 Addix Ultra Soft
Rear: Magic Mary 27.5x2.35 Addix Soft
SupergravityDérailleur AV. : E.thirteen LG-1 ISCG05 / w/TacoDérailleur AR. : Sram X5
Medium Cage / 8 SpeedCommandes : Sram X4
Trigger ShifterPédalier : Truvativ Ruktion 1.0
36T chainring / 165 mmTailles dispo. : S, M, LTaille : MEmpattement :1205mmLongueur des bases : 425mmHauteur boîtier : 343mmAngle tube direction : 63Angle tube de selle : 73,7Tube Supérieur : 595mmLongueur tube direction : 115mm",https://www.bigbike-magazine.com/media/guide_matos/vtt_2018/scott_2018_gambler_730__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2018-scott-gambler-730
Scott,7999,Gambler 900 Tuned,2020,Racing DH,"15,50","Garantie : /Cadre : Gambler Carbon / IMP technology / HMX#BB107 / Carbon swingarm#VLK Virtual 4 Link kinematic#27.5"" (2.6) and 29"" (2.5) tire compatible with Geo -BB adj.#SW DH 12x157mm dropout#TBC Trunnion box constructionPoids cadre : NCAmortisseur : Frame#FOX DH X2 Factory#Independent high/low comp. / rebound / RVS#custom tuned / 225x75mm#Spring rates S: 400 / M: 450 / L&XL: 500Débattement AR. : /Fourche : FOX 40 Factory 29""#203mm travel / Kashima / Air#GRIP2 / Hi-Lo Comp / Rebound#20mm Boost thru axle / Alloy steererDébattement AV : /Poids constructeur : 15.50Potence : /Guidon : Syncros Hixon iC DH Carbon#15mm Rise / 8° / 800mm#Syncros Pro DH dual lock-on gripsSelle : Syncros Comox 1.5#Titanium RailsTige de selle : Syncros DH1.5 / 31.6mm / Alloy7050Freins : SRAM Code RSC#4 Piston / 200mm / centerline rotorMoyeux : /Jantes : Syncros Revelsoke DH 1.5 / 110x20 Boost front / 157x12 rear / 29"" / 32H / Tubeless Ready RimsCassette : /Pneus d’origine : Maxxis Assegai 29x2.5"" / 2x60TPI Kevlar Bead / DH / TR / 3C Maxx GripDérailleur AV : /Dérailleur AR : SRAM XO1 DH#Short cage / 7 SpeedCommandes : SRAM XO1 DH#Trigger Shifter / 7 SpeedPédalier : SRAM X01 DH DUB Carbon#34T Alloy Chainring DM / 165mmTailles dispo. : S, M, L, XLTaille de référence : 41Empattement (en mm) : 1300Longueur des bases (en mm) : 435Hauteur boîtier (en mm) : 348Angle tube direction (en °) : 63Angle tube de selle (en °) : 62Tube supérieur (en mm) : 600Longueur tube direction (en mm) : 110",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_gambler_900_tuned__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-gambler-900-tuned
Scott,8499,Gambler 900 Tuned,2021,Racing DH,0,"Garantie : Cadre : Gambler Carbon / IMP Technology / HMX#BB107 / Carbon swingarm#VLK Virtual 4 Link kinematic#27.5"" (2.6) and 29"" (2.5) tire compatible with Geo -BB adj.#SW DH 12x157mm
dropout#TBC Trunnion box constructionPoids cadre : 0.00Amortisseur : FOX DH X2 Factory#Independent high/low comp. / rebound / RVS#custom tuned / 225x75mm#Spring rates S: 400 / M: 450 /
L&XL: 500Débattement AR. : /Fourche : FOX 40 Factory / Kashima / Air#GRIP2 / Hi-Lo Comp / Rebound
/ 52mm Offset#20mm Boost thru axle / Alloy steerer / 203mm TravelDébattement AV : /Poids constructeur : 0.00Potence : /Guidon : Syncros Hixon iC DH Carbon#15mm Rise / 8° /
800mm#Syncros Pro DH dual lock-on gripsSelle : Syncros Comox 1.5#Titanium RailsTige de selle : Syncros DH1.5 / 31.6mm / Alloy7050Freins : Shimano XTR M9120 4 Piston DiscMoyeux : /Jantes : Syncros Revelsoke DH 1.5 / 110x20 Boost front / 157x12 rear /
29"" / 32H / Tubeless Ready RimsCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : SRAM XO1 DH#Short cage / 7 SpeedCommandes : SRAM XO1 DH#Trigger Shifter / 7 SpeedPédalier : SRAM X01 DH DUB Carbon#34T Alloy Chainring DM / 165mmTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_gambler_900_tuned__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-gambler-900-tuned
Scott,9599,Gambler 900 Tuned AXS,2022,Racing DH,"15,20","Garantie :  Cadre : Gambler Carbon  Poids cadre : NCAmortisseur : Fox Float X2 Factory  Débattement AR. : 200 mm Fourche : Fox 40 Factory Débattement AV : 203 m           Poids vélo constructeur : 15,2Potence : NCGuidon : Syncros Hixon iC DH Carbon Selle : Syncros Kaslo 1.5 Tige de selle : Syncros DH 1.5 Freins : Shimano XT M8120  Moyeux : NCJantes : Raceface Atlas Cassette : Sram CS PG-720 DH / 11-25T Pneus d’origine : Maxxis Assegai 29x2,5         Dérailleur AV : NCDérailleur AR : Sram XO1 DH Commandes : Sram XO1 DH Pédalier : Sram XO1 DH Tailles dispo. : S, M, L, XLTaille de référence : S, M, L, XL Empattement (en mm) : 1237,6Longueur des bases (en mm) : 438,7Hauteur boîtier (en mm) : 346Angle tube direction (en °) : 62,9Angle tube de selle (en °) : 66,8Tube supérieur (en mm) : 567,5Longueur tube direction (en mm) : 110",https://www.bigbike-magazine.com/media/guide_matos/vtt_2022/scott_2022_gambler_900_tuned_axs__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2022-scott-gambler-900-tuned-axs
Scott,5499,Gambler 910,2022,Racing DH,"16,40","Garantie :  Cadre : Gambler Alloy SL 6011 Poids cadre : NCAmortisseur : Fox Float X Performance Elite Débattement AR. : 200 mm Fourche : Fox 40 Performance Débattement AV : 203 m           Poids vélo constructeur : 16,4Potence : Syncros DH 1.5 Guidon : Syncros Hixon DH 1.5 Selle : Syncros Kaslo 2.0           Tige de selle : Syncros DH 2.0Freins : Shimano SLX M7120  Moyeux : NCJantes : Syncros MD30 Cassette : Sram CS PG-720 DH / 11-25T Pneus d’origine : Maxxis Assegai 29x2,5         Dérailleur AV : NCDérailleur AR : Sram GX DH Commandes : Sram GX DH Pédalier : Sram Descendant DH Tailles dispo. : S, M, L, XLTaille de référence : S, M, L, XL Empattement (en mm) : 1237,6Longueur des bases (en mm) : 438,7Hauteur boîtier (en mm) : 346Angle tube direction (en °) : 62,9Angle tube de selle (en °) : 66,8Tube supérieur (en mm) : 567,5Longueur tube direction (en mm) : 110",https://www.bigbike-magazine.com/media/guide_matos/vtt_2022/scott_2022_gambler_910__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2022-scott-gambler-910
Scott,5999,Gambler 910,2020,Racing DH,"16,70","Garantie : /Cadre : Gambler Carbon / IMP technology / HMX#BB107 / Alloy swingarm#VLK Virtual 4 Link kinematic#27.5"" (2.6) and 29"" (2.5) tire compatible with Geo -BB adj.#SW DH 12x157mm dropout#TBC Trunnion box constructionPoids cadre : NCAmortisseur : FOX DH X2 Performance#Low comp. / rebound / RVS#Custom tuned / 225x75mm#Spring rates S: 400 / M: 450 / L&XL: 500Débattement AR. : /Fourche : FOX 40 Performance Elite 29""#203mm travel / Air#GRIP / Lo Comp / Rebound#20mm Boost thru axle / Alloy steererDébattement AV : /Poids constructeur : 16.70Potence : Syncros DH1.5#31.8mm / Direct Mount 50mmGuidon : Syncros Hixon 1.5 DH#31.8mm / 15mm Rise/ 8° / 800mm#Syncros Pro DH dual lock-on gripsSelle : Syncros Comox 1.5#Titanium RailsTige de selle : Syncros DH2.0 / 31.6mm / Alloy6061Freins : SRAM Code R#4 Piston / 200mm / centerline rotorMoyeux : /Jantes : /Cassette : /Pneus d’origine : Maxxis Assegai 29x2.5"" / 2x60TPI Kevlar Bead / DH / TR / 3C Maxx GripDérailleur AV : /Dérailleur AR : SRAM GX DH#Short cage / 7 SpeedCommandes : SRAM GX DH#Trigger Shifter / 7 SpeedPédalier : SRAM Descendant DH DUB#34T Alloy chainring DM / 165mmTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_gambler_910__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-gambler-910
Scott,5999,Gambler 910,2021,Racing DH,"17,10","Garantie : NCCadre : Gambler Carbon / IMP Technology / HMX#BB107 / Alloy swingarm#VLK Virtual 4 Link kinematic#27.5"" (2.6) and 29"" (2.5) tire compatible with Geo -BB adj.#SW DH 12x157mm
dropout#TBC Trunnion box constructionPoids cadre : 0.00Amortisseur : FOX DHX2 Performance Elite#Low comp. / rebound / RVS#Custom tuned / 225x75mm#Spring rates S: 400 / M: 450 /
L&XL: 500Débattement AR. : /Fourche : FOX 40 Performance Elite / Air#GRIP / Hi-Lo Comp / Rebound / 52mm Offset#20mm Boost thru axle / Alloy steerer / 203mm
TravelDébattement AV : /Poids constructeur : 0.00Potence : Syncros DH1.5#31.8mm / Direct Mount 50mmGuidon : Syncros Hixon 1.5 DH#31.8mm / 15mm Rise/ 8° /
800mm#Syncros Pro DH dual lock-on gripsSelle : Syncros Comox 1.5#Titanium RailsTige de selle : Syncros DH2.0 / 31.6mm / Alloy6061Freins : Shimano XT M8120 4 Piston DiscMoyeux : /Jantes : Syncros MD30 Disc / 29"" / 32H black / Tubeless ReadyCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : SRAM GX DH#Short cage / 7 SpeedCommandes : SRAM GX DH#Trigger Shifter / 7 SpeedPédalier : SRAM Descendant DH DUB#34T Alloy chainring DM / 165mmTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_gambler_910__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-gambler-910
Scott,4699,Gambler 920,2022,Racing DH,"17,40","Garantie :  Cadre : Gambler Alloy SL 6011 Poids cadre : NCAmortisseur : RockShox SuperDeluxe Select Débattement AR. : 200 mm Fourche : RockShox Boxxer Débattement AV : 203 m           Poids vélo constructeur : 17,4Potence : Syncros DH 1.5 Guidon : Syncros Hixon DH 1.5 Selle : Syncros Kaslo 2.0           Tige de selle : Syncros DH 2.0Freins : Shimano BR-MT 520  Moyeux : NCJantes : Syncros MD30 Cassette : Sram CS PG-720 DH / 11-25T Pneus d’origine : Maxxis Assegai 29x2,5         Dérailleur AV : NCDérailleur AR : Sram GX DH Commandes : Sram GX DH Pédalier : Sram Descendant DH Tailles dispo. : S, M, L, XLTaille de référence : S, M, L, XL Empattement (en mm) : 1237,6Longueur des bases (en mm) : 438,7Hauteur boîtier (en mm) : 346Angle tube direction (en °) : 62,9Angle tube de selle (en °) : 66,8Tube supérieur (en mm) : 567,5Longueur tube direction (en mm) : 110",https://www.bigbike-magazine.com/media/guide_matos/vtt_2022/scott_2022_gambler_920__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2022-scott-gambler-920
Scott,4399,Gambler 920,2020,Racing DH,"17,10","Garantie : /Cadre : Gambler Alloy 6061 / Hydroformed custom butted / BB107#VLK Virtual 4 Link kinematic#27.5"" (2.6) and 29"" (2.5) tire compatible with Geo -BB adj.#SW DH 12x157mm dropoutPoids cadre : NCAmortisseur : FOX VAN RC Performance#Low comp. / rebound#Custom tuned / 225x75mm#Spring rates S: 400 / M: 450 / L&XL: 500Débattement AR. : /Fourche : FOX 40 Performance Elite 29""#203mm travel / Air#GRIP / Lo Comp / Rebound#20mm Boost thru axle / Alloy steererDébattement AV : /Poids constructeur : 17.10Potence : Syncros DH1.5#31.8mm / Direct Mount 50mmGuidon : Syncros Hixon 1.5 DH#31.8mm / 15mm Rise/ 8° / 800mm#Syncros Pro DH dual lock-on gripsSelle : Syncros Comox 2.0#Crmo RailsTige de selle : Syncros DH2.0 / 31.6mm / Alloy6061Freins : Shimano BR-MT520#4 piston / 203mm / SM-RT66L rotorMoyeux : /Jantes : /Cassette : /Pneus d’origine : Maxxis Assegai 29x2.5"" / 2x60TPI Kevlar Bead / DH / TR / 3C Maxx GripDérailleur AV : /Dérailleur AR : SRAM GX DH#Short cage / 7 SpeedCommandes : SRAM GX DH#Trigger Shifter / 7 SpeedPédalier : SRAM Descendant DH DUB#34T Steel chainring DM / 165mmTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_gambler_920__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-gambler-920
Scott,4599,Gambler 920,2021,Racing DH,0,"Garantie : Cadre : Gambler Alloy 6061 / Hydroformed custom butted / BB107#VLK Virtual 4 Link kinematic#27.5"" (2.6) and 29"" (2.5) tire  compatible with Geo -BB adj.#SW DH 12x157mm dropoutPoids cadre : 0.00Amortisseur : FOX VAN RC Performance#Low comp. / rebound#Custom tuned / 225x75mm#Spring rates S: 400 / M: 450 / L&XL: 500Débattement AR. : /Fourche : FOX 40 Performance Elite / Air#GRIP / Hi-Lo Comp / Rebound / 52mm Offset#20mm Boost thru axle / Alloy steerer / 203mm
TravelDébattement AV : /Poids constructeur : 0.00Potence : Syncros DH1.5#31.8mm / Direct Mount 50mmGuidon : Syncros Hixon 1.5 DH#31.8mm / 15mm Rise/ 8° /
800mm#Syncros Pro DH dual lock-on gripsSelle : Syncros Comox 2.0#Crmo RailsTige de selle : Syncros DH2.0 / 31.6mm / Alloy6061Freins : Shimano BR-MT520 4 piston DiscMoyeux : /Jantes : Syncros MD30 Disc / 29"" / 32H black / Tubeless ReadyCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : SRAM GX DH#Short cage / 7 SpeedCommandes : SRAM GX DH#Trigger Shifter / 7 SpeedPédalier : SRAM Descendant DH DUB#34T Steel chainring DM / 165mmTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_gambler_920__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-gambler-920
